internal_id,string_external_id,abundance
6883591,b2958,98.8
6884791,b4289,0.048
6882400,b1655,0.145
6884796,b4294,0.018
6882097,b1320,2.79
6882204,b1442,1.15
6884107,b3525,5.51
6884118,b3537,8.13
6881697,b0897,630
6883344,b2684,99.1
6882602,b1861,28.9
6884877,b4384,1268
6882057,b1279,668
6881920,b1129,3.79
6884941,b4510,0
6884268,b3696,0.002
6883102,b2417,1946
6883858,b3255,169
6883744,b3133,8.26
6882401,b1656,495
6884740,b4222,58.6
6882656,b1921,28.1
6881956,b1172,0.189
6881641,b0840,2.46
6883529,b2891,244
6882158,b1390,1.37
6881529,b0720,654
6882672,b1941,4.6
6883784,b3177,18.0
6881264,b0421,36.0
6882940,b2241,51.5
6884783,b4273,0.148
6882693,b1963,0
6884557,b4030,0.54
6880942,b0062,1.64
6881061,b0185,651
6884456,b3915,2.33
6884422,b3879,0
6882319,b1570,29.8
6882349,b1604,532
6882088,b1310,0.302
6881505,b0693,2.08
6882723,b2007,1093
6884782,b4272,0.191
6881504,b0692,0
6881518,b0709,0.001
6882796,b2081,31.4
6882259,b1502,0
6883748,b3139,0
6881134,b0277,0
6882586,b1845,1.65
6882315,b1564,143
6883826,b3220,0.857
6881150,b0294,0.673
6883878,b3283,0.472
6881635,b0834,0.781
6881267,b0424,98.2
6882585,b1844,1.48
6883933,b3340,1648
6882918,b2216,19.1
6884085,b3502,0
6883637,b3017,2.99
6883911,b3318,337
6883639,b3019,19.5
6884696,b4177,1214
6882335,b1590,0.147
6882600,b1859,0.904
6881861,b1070,90.1
6882116,b1339,0.019
6882437,b1694,1.12
6882766,b2051,0
6883668,b3050,0
6884819,b4318,0.117
6882238,b1481,0
6880968,b0089,0.865
6883589,b2956,0.316
6883806,b3199,10.0
6883905,b3312,1296
6884962,b4541,1.97
6882376,b1631,7.18
6883838,b3232,9.23
6884726,b4208,75.2
6883218,b2533,142
6884682,b4160,154
6881678,b0877,5.29
6882260,b1503,0.088
6881676,b0875,0
6882227,b1468,3.96
6884624,b4099,0
6880988,b0111,7.36
6881110,b0247,0.007
6881041,b0164,0
6882925,b2223,0.008
6884264,b3689,6.8
6884510,b3974,11.4
6880949,b0069,4.45
6884464,b3923,119
6882067,b1289,0.058
6881495,b0681,0
6882673,b1942,0.457
6881936,b1146,1.79
6884111,b3529,4.82
6881259,b0416,130
6884108,b3526,51.2
6881372,b0537,1.59
6882822,b2111,0.013
6881218,b0372,0
6884210,b3631,2.49
6884282,b3710,0.012
6880947,b0067,0.008
6883178,b2493,2.2
6881030,b0153,0.095
6882180,b1414,146
6883745,b3136,1.13
6884164,b3584,0.026
6884769,b4257,0
6881844,b1053,0.012
6884891,b4398,5.8
6882026,b1248,16.1
6883693,b3076,0.005
6881506,b0694,3.7
6884034,b3449,26.4
6883685,b3067,263
6881460,b0635,2.02
6884143,b3563,0
6883755,b3146,60.8
6882691,b1961,2.44
6882542,b1801,0.436
6884113,b3531,0.246
6883245,b2560,4.62
6884384,b3832,2.42
6881527,b0718,0.076
6881113,b0250,0.041
6882675,b1944,18.4
6883252,b2567,106
6881862,b1071,244
6884386,b3834,20.7
6881311,b0469,212
6883910,b3317,1289
6883964,b3371,0.004
6884352,b3793,0.097
6882477,b1736,0.991
6884531,b4000,1701
6883399,b2744,8.62
6883691,b3074,6.04
6884719,b4200,3199
6882529,b1788,0
6881335,b0493,18.6
6880934,b0052,9.69
6881144,b0288,0
6884356,b3801,0.119
6882938,b2239,93.2
6882674,b1943,0.217
6881808,b1010,0.049
6883129,b2444,0.005
6884249,b3671,266
6883771,b3162,35.3
6884572,b4046,90.6
6884894,b4401,717
6882294,b1541,195
6884872,b4379,1.54
6881464,b0639,3.14
6882904,b2202,2.73
6883934,b3341,3507
6884355,b3800,0.004
6881658,b0857,0.037
6881940,b1153,0.327
6884951,b4523,0
6881439,b0612,0.255
6881695,b0895,2.98
6881877,b1086,25.1
6884257,b3679,0
6881639,b0838,603
6881648,b0847,0.669
6884246,b3668,0.893
6884715,b4196,2.14
6883384,b2729,1.81
6882666,b1931,0.176
6884122,b3541,47.9
6884949,b4520,0
6884400,b3856,3.12
6881968,b1185,17.3
6881679,b0878,13.5
6884223,b3644,145
6882032,b1254,0.189
6884277,b3705,45.0
6883371,b2716,0.54
6884168,b3588,680
6884046,b3461,14.1
6881979,b1196,0.564
6882521,b1780,119
6883666,b3048,0.199
6884328,b3764,702
6883440,b2787,3.22
6884893,b4400,1.8
6883816,b3209,241
6883517,b2877,1.55
6881427,b0599,26.0
6883797,b3190,185
6882887,b2182,19.4
6883889,b3296,1958
6881171,b0319,0.058
6883446,b2793,13.0
6883660,b3041,70.6
6880930,b0048,48.9
6884833,b4332,0
6882528,b1787,24.4
6881279,b0436,1297
6883926,b3333,0.674
6882966,b2267,14.7
6882869,b2164,0.07
6882890,b2185,5495
6882712,b1992,3.06
6882597,b1856,0.051
6881455,b0630,11.0
6880999,b0122,16.6
6884855,b4359,1.54
6882984,b2285,117
6882883,b2178,0.182
6883997,b3406,8.53
6884048,b3463,108
6883247,b2562,66.3
6883656,b3037,44.3
6882000,b1217,77.8
6882740,b2024,36.7
6884617,b4092,2.44
6884391,b3842,9.92
6882657,b1922,42.8
6882757,b2042,436
6882132,b1356,32.0
6884542,b4015,3954
6884250,b3672,0
6884881,b4388,14.7
6884176,b3597,1.18
6882865,b2160,0.358
6880982,b0104,136
6881553,b0752,1.07
6882014,b1234,6.83
6884178,b3599,142
6883886,b3293,0.177
6882750,b2035,0
6882701,b1974,0.006
6881386,b0555,0.01
6884402,b3858,373
6882954,b2255,21.6
6883913,b3320,2011
6880890,b0006,47.9
6881163,b0311,0.12
6880963,b0084,3.83
6884205,b3626,3.4
6883961,b3368,7.57
6883684,b3066,3.86
6883276,b2595,124
6882663,b1928,117
6883225,b2540,0
6884999,b4620,0.01
6881604,b0803,0
6881003,b0126,394
6884583,b4057,216
6884187,b3608,94.8
6881698,b0898,0
6883515,b2875,8.72
6881116,b0253,0.039
6882535,b1794,3.09
6883965,b3374,0.009
6882453,b1710,552
6884311,b3739,1.16
6881908,b1117,88.7
6881761,b0961,38.2
6884394,b3845,205
6881964,b1181,0.532
6884496,b3956,475
6884242,b3664,2.08
6881284,b0441,203
6882775,b2060,0.028
6881123,b0264,0.002
6884057,b3472,234
6882687,b1957,6.24
6882441,b1698,0.085
6884562,b4035,117
6883230,b2545,0.027
6881757,b0957,1681
6883849,b3243,0.559
6883900,b3307,1261
6883901,b3308,5826
6882290,b1537,65.4
6881343,b0505,0.141
6883738,b3127,0.005
6882854,b2149,112
6884887,b4394,33.1
6884691,b4172,533
6884628,b4105,1.21
6881345,b0507,0.419
6883048,b2352,4.16
6881319,b0477,6.08
6882200,b1438,3.17
6883171,b2486,0
6882823,b2112,0.07
6881521,b0712,38.2
6882667,b1932,1.14
6884745,b4230,0.086
6882248,b1491,0.431
6883130,b2445,0
6883951,b3358,0.791
6885001,b4622,4.99
6884750,b4235,200
6882620,b1879,3.41
6882580,b1839,19.5
6884497,b3957,82.5
6881669,b0868,3.3
6881009,b0132,0
6884469,b3928,2224
6884697,b4178,27.6
6882263,b1508,3.29
6883972,b3381,0
6882923,b2221,0.028
6884410,b3867,5.56
6881477,b0652,17.5
6884128,b3548,0
6884172,b3592,123
6884568,b4042,12.6
6882980,b2281,205
6883076,b2384,0.207
6882714,b1994,0.281
6881938,b1148,0
6883756,b3147,42.4
6883929,b3336,840
6883677,b3059,2.14
6884146,b3566,174
6883057,b2365,0.021
6884099,b3517,913
6884401,b3857,12.1
6881059,b0183,5.06
6881406,b0578,509
6883329,b2667,11.5
6884231,b3652,3.49
6883542,b2904,102
6881482,b0657,3.6
6884308,b3736,578
6884931,b4482,0.003
6884494,b3954,0.422
6883968,b3377,0
6883097,b2412,67.6
6881561,b0760,21.7
6883420,b2765,19.7
6881762,b0962,17.9
6883472,b2822,1.99
6881753,b0953,524
6881229,b0384,49.6
6884453,b3910,74.1
6881237,b0393,75.5
6883646,b3026,0.59
6884765,b4253,1.71
6884190,b3611,179
6884792,b4290,0.546
6883907,b3314,1703
6884065,b3480,4.01
6881565,b0764,0.225
6881970,b1187,114
6882677,b1946,99.1
6884811,b4310,3.3
6884733,b4215,0.421
6881649,b0848,0.098
6883815,b3208,2.09
6883998,b3407,55.3
6881946,b1160,0
6883250,b2565,0.795
6883679,b3061,2.0
6880943,b0063,1.53
6884344,b3785,13.8
6881301,b0459,5.67
6882972,b2273,0.001
6881143,b0287,99.6
6884359,b3804,8.57
6881209,b0360,0.191
6884476,b3935,0.674
6881949,b1163,2.44
6884669,b4147,378
6882428,b1685,292
6881396,b0568,1.17
6883293,b2615,8.92
6883430,b2777,12.2
6882182,b1418,10.5
6882346,b1601,0.073
6884389,b3838,74.6
6884515,b3984,1601
6881867,b1076,10.1
6884069,b3484,0.384
6884455,b3912,389
6883480,b2830,13.4
6882483,b1742,0.148
6883754,b3145,7.35
6884694,b4175,123
6882241,b1484,0.072
6883401,b2746,42.3
6884706,b4187,9.72
6884236,b3657,0.001
6881519,b0710,178
6883845,b3239,8.59
6884830,b4329,0.801
6884363,b3809,50.7
6881911,b1120,36.4
6881730,b0930,427
6882079,b1301,0.004
6883632,b3010,2.89
6884212,b3633,6.31
6884341,b3781,931
6882188,b1424,18.2
6884603,b4077,2.76
6884858,b4362,6.8
6883537,b2899,0.04
6883658,b3039,1.48
6882706,b1983,83.9
6883876,b3281,37.8
6884235,b3656,0.174
6881157,b0304,8.65
6880908,b0026,314
6884522,b3991,22.6
6884771,b4259,15.9
6881212,b0364,0.004
6882243,b1486,0.932
6882266,b1513,2.61
6882891,b2186,46.4
6884580,b4054,188
6883363,b2708,18.7
6884918,b4469,1.06
6881054,b0178,669
6882161,b1393,0.889
6881872,b1081,0.006
6881571,b0770,0.275
6882309,b1558,0.03
6883673,b3055,79.3
6883940,b3347,323
6884939,b4506,52.7
